,teamNumber,nameFull,nameShort,city,stateProv,country,rookieYear,robotName,districtCode,schoolName,website,homeCMP
727,2148,Altek/Wagstaff  Inc./f5 Corporation & East Valley High School&Extension & East Valley High School&Extension,Mechaknights,Spokane,Washington,USA,2007,,PNW,East Valley High School&Extension & East Valley High School&Extension,,CMPTX
728,2151,Proviso Mathematics and Science Academy&Proviso Math and Science Academy,Monty Pythons,Forest Park,Illinois,USA,2007,,,Proviso Math and Science Academy,,CMPMI
729,2152,Rotomation/VMA/Lockheed Martin/Ford Motor Co./Boeing/State of Florida/FPL/Embry-Riddle Aeronautical University&Spruce Creek High School&University High School,S*M*A*S*H,Volusia County,Florida,USA,2007,,,Spruce Creek High School & University High School,,CMPTX
730,2158,Gene Haas Foundation/Apple/Boy Scouts of America/National Instruments/Texas Workforce Commission/FIRST in Texas/International Business Machines Corporation/REV Robotics/University of Texas at Austin/ausTIN CANs Supporters Group  & Anderson H S,ausTIN CANs,Austin,Texas,USA,2007,,TX,Anderson H S,,CMPTX
731,2161,Underwriter's Laboratories/County Line Hardware/Sign A Rama/RNA Electrical/Centereach Deli&Walt Whitman High School,Robocats,Huntington Station,New York,USA,2007,,,Walt Whitman High School,,CMPMI
732,2164,Lee and Company LLC/Families of Team 2164/Peculiar Charitable Foundation/Obermiller Construction/Baptist Missionary Transportation Ministry/Alpha Omega Industries/Wal-Mart Distribution Center 6065&Harrisonville High,The Core,Harrisonville,Missouri,USA,2007,,,Harrisonville High,,CMPTX
733,2165,Phillips 66 / Conoco Phillips / AEP / Bartlesville Rotary Club / Department of Defense STEM & Tri County Technology Center,BisonBots,Bartlesville,Oklahoma,USA,2007,,,Tri County Technology Center,,CMPTX
734,2168,Pfizer/UBS Group/DoDSTEM/Charter Oak Credit Union/Groton Utilities/Lawrence & Memorial Hospital/R-D Manufacturing/The Hillery Company/J Steele Services/Google/Applied Physical Sciences/Groton Board of Education & Robert E Fitch High School,Aluminum Falcons,Groton,Connecticut,USA,2007,,NE,Robert E Fitch High School,,CMPMI
735,2169,Prior Lake-Savage Area Schools/Boston Scientific/Ameristar/Lunds & Byerlys Grocery/Engineering Partners International/Mitek/Minnesota State University - Mankato (MSU)&Prior Lake High School,KING TeC,Savage,Minnesota,USA,2007,,,Prior Lake High School,,CMPMI
736,2170,"United Technologies Corporation/Glastonbury Board of Education/ABB/Aging Care, LLC/Array Technologies/EDAC IND,  Inc/Tsunami Tsolutions&Glastonbury High School",Titanium Tomahawks,Glastonbury,Connecticut,USA,2007,,NE,Glastonbury High School,,CMPMI
737,2171,Crown Point Community Foundation&Crown Point High School&Crown Point High School,RoboDogs,Crown Point,Indiana,USA,2007,,IN,Crown Point High School & Crown Point High School,,CMPMI
738,2172,Rockwell Automation/Lubrizol&St Edward High School,Street Legal,Lakewood,Ohio,USA,2007,,,St Edward High School,,CMPMI
739,2175,Andeavor/Phillips Medisize/3M/Hubbard Broadcasting/Boston Scientific/Intertech&Math & Science Academy,The Fighting Calculators,Saint Paul,Minnesota,USA,2007,,,Math & Science Academy,,CMPMI
740,2177,Boston Scientific/PTC/Palmer Family&Convent of the Visitation School,The Robettes,Mendota Heights,Minnesota,USA,2007,,,Convent of the Visitation School,,CMPMI
741,2180,"NDEP/Sun Chemical Corporation/Valspar/Lockheed Martin/Mercer County Improvement Authority/FMC Technologies/HTEA and NJEA/Bristol-Myers Squibb/Princeton Partners, Inc/Nav-Air & Hamilton East  Steinert",Zero Gravity,Hamilton,New Jersey,USA,2007,,FMA,Hamilton East  Steinert,,CMPMI
742,2181,Medtronic/Altron/Dayton Rogers/NEMI/Park Precision/MBA Engineering/Steinwall Inc/Tri-State Truck Wash Of Worthington/Minneapolis Oxygen Company&Blaine Senior High,G.E.A.R.s (Great Engineers Awesome Robots),Blaine,Minnesota,USA,2007,,,Blaine Senior High,,CMPMI
743,2183,"Entergy/ Waterford 3/DOW/Monsanto/Laitram Corp/Intralox/Cembell Industries/Rain Carbon/Motion Industries, Inc./Arkema/Distefano Plumbing, Inc./Hahnville High School/St. Charles Parish Public Schools/Admiral Testing Services, Inc./Ace Garage Door/Lucien C. Gassen Surveying Services&Hahnville High School",Tigerbots,Boutte,Louisiana,USA,2007,,,Hahnville High School,,CMPTX
744,2186,"BAE Systems/CACI/SAIC/Westfield HS PTSA/James Madison University/The Bayat Family/Foster's Grill/Maryam Mohammadi, DDS/NOVEC&Westfield High",Dogs of Steel,Chantilly,Virginia,USA,2007,,CHS,Westfield High,,CMPMI
745,2187,Santee Cooper/Horry County School District & Academy for Technology and Academics,Team Volt,Conway,South Carolina,USA,2007,,,Academy for Technology and Academics,,CMPTX
746,2190,Petal School District/#FlyHighOmar/Kohler Engines/Mississippi Power&Petal High School,Team Hero,Petal,Mississippi,USA,2007,,,Petal High School,,CMPTX
747,2191,Bristol-Myers Squibb/Nordson Corp./Hamilton Township Education Assoc. HTEA/United States Army&Hamilton North  Nottingham,Flux Core,Hamilton,New Jersey,USA,2007,,FMA,Hamilton North  Nottingham,,CMPMI
748,2194,John Deere Horicon Works/GE Healthcare/Industrial Controls Engineering/Wells Manufacturing/Belke Financial Group/BCI Burke/Beine Milk Transport/Moraine Park Technical College/Milwaukee School of Engineering/Stone Foundation/HUI/Mid-States Aluminum/JF Ahern/Basic American Medical Products&Neighborhood Group&Fond Du Lac High School,Fondy Fire,Fond du Lac,Wisconsin,USA,2007,,,Neighborhood Group & Fond Du Lac High School,,CMPMI
749,2197,IN-Tek IN-Kote&New Prairie High School,Las Pumas,New Carlisle,Indiana,USA,2007,,IN,New Prairie High School,,CMPMI
751,2199,"The Kahlert Foundation/Maryland State Department of Education/Booz Allen Hamilton/Carroll Technology Council/Johnson, Mirmiran & Thompson/Tensley Consulting/Constellation/Colavita/Freedom Area Recreation Council/Carroll County Public Library/Products Support Incorporated/Freedom District Lions Club&Liberty High&Century High&Family/Community&Westminster High",Robo-Lions,Finksburg,Maryland,USA,2007,,CHS,Westminster High & Family/Community & Century High & Liberty High,,CMPMI
753,2202,Lockheed Martin/Scansource/Point One Recruiting/GE Volunteers/ABB Drives/Presidio/Milwaukee Tool/CBRE/Boyle-Frederickson/Sentry Equipment/Milwaukee School of Engineering/Engineering Specialists/Signicast/Trace-A-Matic/Briggs & Stratton/Brookfield East High School/Brookfield Central High School&East High&Central High,BEAST Robotics,Brookfield,Wisconsin,USA,2007,,,East High & Central High,,CMPMI
754,2204,Analog Devices/BAE Systems/Paypal/Perforce/World's Fare Donuts&California Crosspoint High School,Rambots,Hayward,California,USA,2007,,,California Crosspoint High School,,CMPTX
755,2207,"Medtronic, plc/PTC/The Greater Twin Cities United Way/Wilson Tool/Haberman Manchine/Pinnacle Enginering/Specialty Manufacturing Company&White Bear South Campus Senior",Bright Bears,White Bear Lake,Minnesota,USA,2007,,,White Bear South Campus Senior,,CMPMI
757,2220,3M/Thomson Reuters/Eagan Rotary/Seagage&Eagan Senior High,Blue Twilight ,Eagan,Minnesota,USA,2007,,,Eagan Senior High,,CMPMI
758,2221,"RoboDawgs Booster Club/Floor It/Classy Hair & Wigs/Pilant Court Reporting, LTD./Jim and Leanne Dayvolt/Richard C. Lambert Consultants/The Cord Tex Company/Rainbow Buick GMC/Batteries + Bulbs/Simply Clean/Resource Allocators*STPSO/Rachel Wiggins/Monica Ramirez/Joe and Kim Rulh/Donna Ryals/RU Support Staff/Active Solutions/Nicol and Herbie Rabalais/Missy Hughes/Johnnie Sanders/The Emerson Family/Richard Hruby/Nancy Estes/Haley Emerson/Clint Emerson/Cherin Scott/Dave and Trollie Estes/Reed Estes/Michael Hartman/Bernadette and Patrick Bode/Charlee Cleaning/First Baptist Church of Ponchatoula&Fontainebleau High School",FHS Robodawgs,Mandeville,Louisiana,USA,2007,,,Fontainebleau High School,,CMPTX
759,2224,Ford Motor Company/MEZ- University of Michigan/FIRST in Michigan/4M/Detroit Public Schools Community District/DTE&Renaissance High School,RoboPhoenix,Detroit,Michigan,USA,2007,,FIM,Renaissance High School,,CMPMI
760,2225,"Caterpillar, Inc./The Boeing Company & Champlin Park Senior High",R.U.S.T,Brooklyn Park,Minnesota,USA,2007,,,Champlin Park Senior High,,CMPMI
761,2227,Medtronic/Fridley High School & Fridley Senior High,Tigers,Fridley,Minnesota,USA,2007,,,Fridley Senior High,,CMPMI
762,2228,General Motors/Xerox/Google&Honeoye Falls-Lima Senior High School&Rush-Henrietta Senior High School,CougarTech,Honeoye Falls,New York,USA,2007,,,Honeoye Falls-Lima Senior High School & Rush-Henrietta Senior High School,,CMPMI
765,2232,"Pentair, Inc./Solidworks&Anoka Senior High",Deus ex Machina,Anoka,Minnesota,USA,2007,,,Anoka Senior High,,CMPMI
766,2234,the Episcopal Academy,Alternating Current,Newtown Square,Pennsylvania,USA,2007,,FMA,the Episcopal Academy,,CMPMI
767,2239,Medtronic/Hopkins Education Fund/Endres Family/J Cube LLC/Lunds and Byerlys/Prudential Financial/MICHAUD COOLEY ERICKSON/Sears Auto Sales/Alliiance /Anchor Plastics/Meyer Borgman Johnson Inc/MyFormulary & Hopkins Senior High,Technocrats,Hopkins,Minnesota,USA,2007,,,Hopkins Senior High,,CMPMI
768,2240,Leidos/Comcast/Lockheed Martin/F5 Networks/Olsson Associates/Clair Family Dentistry&Denver School of Science and Technology,Brute Force,Denver,Colorado,USA,2007,,,Denver School of Science and Technology,,CMPTX
769,2246,PIE&G/Lewiston Lions Club/Mayfair Plastics/Alpena Community College/Arauco North America/Beryl Zimmerle/Community Financial C.U./Gaylord Machine & Fabrication/Huston Real Estate/Lawrence & Lynn Marson/Lewiston Lioness Club/Mid-American Inspection Services/Sylvia Schuster&Johannesburg-Lewiston High School,The Army of Sum,Johannesburg,Michigan,USA,2007,,FIM,Johannesburg-Lewiston High School,,CMPMI
770,2252,"NASA/NASA Plum Brook Station/Sierra Lobo, Inc./Bettcher Industries/Riley Contracting/Schlessman Seed Co. & Ehove Career Center",The Mavericks,Milan,Ohio,USA,2007,,,Ehove Career Center,,CMPMI
771,2259,Medtronic & Fred N Thomas Career Education Center,1/4 Twenties,Denver,Colorado,USA,2007,,,Fred N Thomas Career Education Center,,CMPTX
772,2261,Ball Aerospace & Technologies Corp/Seagate Corp./IBM/Front Range Engineering&Casa de la Esperanza Learning Center,Casa Robotics,Longmont,Colorado,USA,2007,,,Casa de la Esperanza Learning Center,,CMPTX
773,2262, ingenuityNE/Mathworks/AcuityRobotx/Bose/nunames/ABBESS Instruments&Holliston High,Robo-Panthers,Holliston,Massachusetts,USA,2007,,NE,Holliston High,,CMPMI
774,2264,Boston Scientific & Wayzata High,Wayzata Robotics,Plymouth,Minnesota,USA,2007,,,Wayzata High,,CMPMI
775,2265,"The Alumni Association of The Bronx High School  of Science/ConEdison/Bloomberg/Evernote/Solon E. Summerfield Foundation, Inc. & Bronx High School of Science",Fe Maidens,Bronx,New York,USA,2007,,,Bronx High School of Science,,CMPMI
777,2333,Bartlett Foundation/DoD STEM&Sapulpa Hs,S.C.R.E.E.C.H.,Sapulpa,Oklahoma,USA,2008,,,Sapulpa Hs,,CMPTX
778,2335,Shawnee Mission East High,Sargon,Prairie Village,Kansas,USA,2008,,,Shawnee Mission East High,,CMPTX
779,2337,"General Motors/Premier Tooling Systems/Microsoft/The Chrysler Foundation/Davison Tool & Engineering, L.L.C./The Robot Space/Michigan Department of Education/Kettering University/Taylor Steel/DXC Technology/Complete Scrap/ZF North America & Grand Blanc Community High School",EngiNERDs,Grand Blanc,Michigan,USA,2008,,FIM,Grand Blanc Community High School,,CMPMI
780,2338,Caterpillar Inc./Navistar International/TE Connectivity/School District 308&Oswego High School&Oswego East High School,Gear It Forward,Oswego,Illinois,USA,2008,,,Oswego High School & Oswego East High School,,CMPMI
781,2339,Edwards Airforce Base&Antelope Valley High,Robolopes,Lancaster,California,USA,2008,,,Antelope Valley High,,CMPTX
782,2340,Xerox Corporation/Our Lady of Mercy School for Young Women/Acro Industries Inc.&Our Lady of Mercy High School,Xcentrics,Rochester,New York,USA,2008,,,Our Lady of Mercy High School,,CMPMI
783,2341,The Boeing Company/Singletrack Integration/Enviro Systems Inc./HAAS Foundation/Team Tinker - Tinker OC-ALC/Citizen Potawatomi Nation/OG&E/Northrop Grumman/Mid First Bank/Canadian Valley Electric COOP&Gordon Cooper Technology Center,Sprockets,Shawnee,Oklahoma,USA,2008,,,Gordon Cooper Technology Center,,CMPTX
784,2342,"Academy for Science and Design/BeyondTrust/4-H/C&M Machine Products/East Penn/Abbott Labs/amazon robotics/Raytheon/Analog Devices/Solidworks/Hi-Tech Fabricators/EmbroidMe/Actex Learning/Goffstown Ace Hardware/BAE SYSTEMS/Market Basket/Greater Nashua FIRST Robotics, Inc.&Neighborhood Group&4-H",Team Phoenix,Nashua,New Hampshire,USA,2008,,NE,Neighborhood Group,,CMPMI
785,2344,"Con Edison/Dott-Communications, LLC&Saunders Trades & Technical High School",The Saunders Droid Factory ,Yonkers,New York,USA,2008,,,Saunders Trades & Technical High School,,CMPMI
786,2345,Kearney School Distrtict/Kearney School District Education Foundation/MAGNA LMV Automotive Systems/EPIC Electric/Cole Printing/Kearney Trust Company/Hampton Plumbing/First Missouri Bank/Platte-Clay Electric Cooperative/Kearney Commercial Bank&Kearney High,Animal Control,Kearney,Missouri,USA,2008,,,Kearney High,,CMPTX
787,2347,School Construction Consultants Incorporated & Walter G O'Connell Copiague High School,Metal Mercs,Copiague,New York,USA,2008,,,Walter G O'Connell Copiague High School,,CMPMI
788,2352,the Chickasaw Nation STEM Academy & Family/Community,Metal Mayhem,Ada,Oklahoma,USA,2008,,,Family/Community,,CMPTX
789,2353,Honey Well & the Pembroke Hill School,The Legion,Kansas City,Missouri,USA,2008,,,the Pembroke Hill School,,CMPTX
790,2354,Boeing&Red river Technology Center,Red River Robotics,Duncan,Oklahoma,USA,2008,,,Red river Technology Center,,CMPTX
791,2357,KC STEM Alliance /Westlake Ace Hardware/ABB Motors and Mechanical Inc./All Systems Designed Solutions/Garmin International/Walmart&Raymore-Peculiar Sr. High,System Meltdown,Peculiar,Missouri,USA,2008,,,Raymore-Peculiar Sr. High,,CMPTX
792,2358,Echo Robotics/Northrop Grumman/Designcraft Inc./Johnson Controls/Google/Smalley Steel Ring/Elenco/The Fidelity Group&Lake Zurich High School,Bearbotics,Lake Zurich,Illinois,USA,2008,,,Lake Zurich High School,,CMPMI
793,2359,Boeing/DOD STEM/Jasco Products/Kimray&Santa Fe Hs,RoboLobos,Edmond,Oklahoma,USA,2008,,,Santa Fe Hs,,CMPTX
794,2363,NASA Langley Research Center/US Army Research Laboratory/Community Knights/TE Connectivity/The Boeing Company/SPAWAR Systems Center Atlantic/DoD STEM/Booz Allen Hamilton&Menchville High&Intentional Innovation Foundation,Triple Helix,Newport News,Virginia,USA,2008,,CHS,Intentional Innovation Foundation & Menchville High,,CMPMI
795,2367,Stellar Solutions Foundation/Google/SolidProfessor/Autodesk&St Francis High School,Lancer Robotics,Mountain View,California,USA,2008,,,St Francis High School,,CMPTX
796,2370,First Light Technologies/GE Aviation Volunteers/Alderman Chevrolet and Toyota/Timco Jewelers & Stafford Technical Center,IBOTS,Rutland,Vermont,USA,2008,,NE,Stafford Technical Center,,CMPMI
797,2373,AEP: AMERICAN ELECTRIC POWER&Caddo Kiowa Technology Center,The Crickets,Fort Cobb,Oklahoma,USA,2008,,,Caddo Kiowa Technology Center,,CMPTX
798,2374,Mentor Graphics&Jesuit High School,Crusader Bots,Portland,Oregon,USA,2008,,PNW,Jesuit High School,,CMPTX
799,2375,"The Boeing Company/BAE Systems/NRG/Arizona Tax Payer/Microchip Technology, Inc./General Motors/NewsCorp/Sí Se Puede Foundation/DonorsChoose.org/3M/Arizona Science Center/Freeport-McMoRan Foundation&Phoenix Union Bioscience High School",Dragon Robotics,Phoenix,Arizona,USA,2008,,,Phoenix Union Bioscience High School,,CMPTX
800,2377,NASA-GSFC/AACPS Advanced Studies & Programs/DeWALT/Showbest Fixture Corporation/Collins Aerospace/ATA Aerospace LLC/Plummer Industries/Northrop Grumman/Resolute Technologies/Tiber Technologies Inc/St. John Properties/Pasadena Signs/UPS/Maryland Science Center/TowBoat US/ClearShark/The Brick Companies&Chesapeake High,C Company,Pasadena,Maryland,USA,2008,,CHS,Chesapeake High,,CMPMI
801,2383,American Heritage School/Boca Bearing/ProcessMap/Florida Power & Light/State of Florida/Motorola Solutions&American Heritage,Ninjineers,Fort Lauderdale,Florida,USA,2008,,,American Heritage,,CMPTX
803,2393,"Navus Automation, Inc./Denso/Bertlekamp Automation Inc./North Wind Group&Knoxville Catholic High School",Robotichauns,Knoxville,Tennessee,USA,2008,,,Knoxville Catholic High School,,CMPTX
804,2395,"The Boeing Company/AAR Aircraft Services/ASRC Federal/Devon Energy Corporation/BancFirst/AT&T Pioneers,  Oklahoma City Life Member Club/Walker Companies/Rainbow Creations/Midwest City Rotary Club/Bush Law&Oklahoma County 4-H",OKC 4-H Robotics - Ninja Munkees,Oklahoma City,Oklahoma,USA,2008,,,Oklahoma County 4-H,,CMPTX
805,2398,The Boeing Company/Cherokee Nation & Sequoyah High School,Tech Walkers,Tahlequah,Oklahoma,USA,2008,,,Sequoyah High School,,CMPTX
806,2399,NASA Glenn Research Center Office of Education/ViaSat/Hathaway Brown School/Dassault Systèmes SolidWorks Corp.&Hathaway Brown School,The Fighting Unicorns,Shaker Heights,Ohio,USA,2008,,,Hathaway Brown School,,CMPMI
807,2403,General Dynamics/The Boeing Company/Bluemedia/Hunter Contracting/SolidWorks & Family/Community,Plasma Robotics,Mesa,Arizona,USA,2008,,,Family/Community,,CMPTX
808,2404,NASA-JPL/Ontic BBA/Lockheed Martin & Neighbors Empowering Youth (NEY) & NASA,TNT,Altadena,California,USA,2008,,,NASA & Neighbors Empowering Youth (NEY),,CMPTX
809,2405,Busche Group/Lee Manufacturing/The Lions Club of Fruitport/JR Automation/Machine Ethics/The Village Pharmacy of Fruitport/Automation Direct/State of Michigan&Fruitport High School,Techno Trojans,Fruitport,Michigan,USA,2008,,FIM,Fruitport High School,,CMPMI
810,2408,"The Boeing Company/Hazelwood School District/Kennedy Fence/Hazelwood Pizza, Inc./David E. Schlarman, MD.&Hazelwood West High",Shrapnel Sergeants,Hazelwood,Missouri,USA,2008,,,Hazelwood West High,,CMPTX
811,2410,Blue Valley CAPS/General Motors/Ryerson/DiTeq/Huhtamaki/Disney&Blue Valley Center For Professional Studies,Blue Valley CAPS Metal Mustang Robotics,Overland Park,Kansas,USA,2008,,,Blue Valley Center For Professional Studies,,CMPTX
812,2411,NASA/Oregon Department of Edcation/Boeing/Mark Sutton in Memory of John W. Sutton&Alliance High School,Rebel Alliance,Portland,Oregon,USA,2008,,PNW,Alliance High School,,CMPTX
813,2412,Microsoft/Intellectual Ventures/Bellevue Schools Foundation/Office of the Superintendent of Public Instruction/Embry Riddle Aeronautical University/T-Mobile/Andeavor I./Alaska Airlines&Sammamish Senior High,Robototes,Bellevue,Washington,USA,2008,,PNW,Sammamish Senior High,,CMPTX
814,2415,Novelis/Jim and Marilyn Black Family/UL-Greenguard & the Westminster Schools,WiredCats,Atlanta,Georgia,USA,2008,,PCH,the Westminster Schools,,CMPTX
815,2421,Springfield Plaza LLC/The Boeing Company/Lockheed Martin&Family/Community,RTR Team Robotics,Burke,Virginia,USA,2008,,CHS,Family/Community,,CMPMI
816,2423,Monsanto Fund/Google/Watertown Rotary Club/Enanta Pharmaceuticals/Watertown Savings Bank/Gartaganis Brothers/Executive Realty/Watertown High School PTSO&Watertown High,The KwarQs,Watertown,Massachusetts,USA,2008,,NE,Watertown High,,CMPMI
817,2424,AEP   PSO/NASA/BTC/Robertson Tire/Mabrey Bank/US Acute Care Solutions&Bixby Hs,Robot Mafia,Bixby,Oklahoma,USA,2008,,,Bixby Hs,,CMPTX
818,2425,State of Florida/Chase Zen/Welbilt/Suncoast Asian Cultural Association /Hillsboro Sheet Metal&Hillsborough High School,Hydra ,Tampa,Florida,USA,2008,,,Hillsborough High School,,CMPTX
819,2429,Spartan Boosters/Industrial Metal Supply/Jet Propulsion Lab/Girl Scouts of Greater Los Angeles&La Canada High,La Canada Engineering Club,La Canada Flintridge,California,USA,2008,,,La Canada High,,CMPTX
820,2437,BAE SYSTEMS/FRIENDS OF HAWAII ROBOTICS&SACRED HEARTS ACADEMY,Lancer Robotics,Honolulu,Hawaii,USA,2008,,,SACRED HEARTS ACADEMY,,CMPTX
821,2438,BAE SYSTEMS/DATAHOUSE & IOLANI SCHOOL,'Iobotics,Honolulu,Hawaii,USA,2008,,,Iolani School,,CMPTX
822,2439,"The Boeing Company/MEDB Ke Alahele Education Fund/Robotics Organizing Committee-Friends of Hawaii Robotics/Maui Electric Co., Ltd./Warren S. Unemori Engineering/Monsanto Fund/BAE Systems/Aloha Shell/Textron Systems/FedEx/Pono Communications/Maui Zipline/Alaka'ina Foundation/AFCEA Hawaii/McDonald's & Henry Perrine Baldwin High School",Bearbotics,Wailuku,Hawaii,USA,2008,,,Henry Perrine Baldwin High School,,CMPTX
823,2441,McDonalds of Hawaii&Maryknoll School,Spartechs,Honolulu,Hawaii,USA,2008,,,Maryknoll School,,CMPTX
824,2443,Maui Economic and Development Board (MEDB)/BAE Systems/Friends of Hawaii Robotics/Boeing Company/Maui Electric Company/Hawaii Space Grant Consortium/McDonalds of Hawaii/Maui High School Foundation&Maui High School,Blue Thunder,Kahului,Hawaii,USA,2008,,,Maui High School,,CMPTX
825,2444,Kamehameha Schools Kapalama Campus,Kamehameha RoboWarriors,Honolulu,Hawaii,USA,2008,,,Kamehameha Schools Kapalama Campus,,CMPTX
826,2445,Structural Solutions/Territorial Savings Bank/National Defense Education Program/HEI/Hawaii State Department of Education Learning Centers Program/Robotics Organizing Committee & Friends of Hawaii Robotics/Booz Allen Hamilton/Monsanto/James and Abigail Campbell Family Foundation/Grab CAD/McDonalds of Hawaii&Kapolei High School,RoboKAP,Kapolei,Hawaii,USA,2008,,,Kapolei High School,,CMPTX
827,2449,Northrop Grumman Innovation Systems/Southwest Safety Consulting/Electronic Home Designs/Port Plastics&Out of Orbit Labs&James Madison Preparatory School,Out of Orbit Robotics,Chandler,Arizona,USA,2008,,,James Madison Preparatory School & Out of Orbit Labs,,CMPTX
828,2450,Cretin Derham Hall,Raiderbots,St. Paul,Minnesota,USA,2008,,,Cretin Derham Hall,,CMPMI
829,2451,Genesis Automation/Savanna Group/Ace Metal Crafts/SolidWorks/OEC Graphics/Power/mation/Industrial Steam/Unilock/Carbinite/Chillicothe Metal Co./Tele-Pro/Campfire/Milwaukee School of Engineering/Bank of America/SMC/New Corp.&Family/Community,PWNAGE,Saint Charles,Illinois,USA,2008,,,Family/Community,,CMPMI
830,2457,Black & Veatch/ABS Technologies/U.S. Engineering Company/Bee Hive Lodge/Morrow and Sons Lumber/American Family Insurance(Josh Thomas)/BankLiberty/Goppert Financial Bank/J&D Auto/Hughes Self Service/Farmer's Electric COOP&Lawson High,The Law,Lawson,Missouri,USA,2008,,,Lawson High,,CMPTX
831,2458,Gill St Bernard S School,Team Chaos,Gladstone,New Jersey,USA,2008,,FMA,Gill St Bernard S School,,CMPMI
832,2461,"Dell, Inc/The Boeing Company/Tinker AFB/Moore Community STEM Club&Capitol Hill Hs",METAL-SKINS,Oklahoma City,Oklahoma,USA,2008,,,Capitol Hill Hs,,CMPTX
833,2465,Lappert's Hawaii/Kukui Grove Shopping Ctr./Hawaii Community Foundation/Kauai Robotics Alliance/Kauai Labs/Pohaku Fabrication/Young Bros./Saltchuk/Poipu Beach Rotary/Hilo Hatties/Sannas Consulting/Matson/Signature Systems/KEDB/Kauai Beer Co./Kauai Estate Law & Island School & Kauai High School & Kapaa High School,Kauaibots,Lihue,Hawaii,USA,2008,,,Island School & Kauai High School & Kapaa High School,,CMPTX
834,2468,"NXP/National Instruments/Intel/Qualcomm/BAE Systems/Berry Consultants/Pixels and Verbs, LLC/EnerChoice /Dell /Westlake & Eanes Science & Technology Association/IBM/RFD & Associates/Westlake High School PTO/Cirrus Logic/SolidWorks/FIRST in Texas/Texas Workforce Commission/Eanes Independent School District/SLACK&Westlake H S",Team Appreciate,Austin,Texas,USA,2008,,TX,Westlake H S,,CMPTX
835,2470,General Dynamics Mission Systems/Arlan A Schonberg Foundation/Avanade/3M Company/Culver's/BARR Engineering/Berry Patch/Jerry's Best Hardware/Tutoring Advantage/ Bloomington Public Schools/Jefferson High School &Jefferson Senior High,Team BJORG,Bloomington,Minnesota,USA,2008,,,Jefferson Senior High,,CMPMI
836,2471,"US Digital/Analog Devices/Protech Composites/The Boeing Company/Fisher Investments/WA OSPI/Hewlett Packard/Camas Washougal Rotary/Wafertech/Georga Pacific/iPly Designs/SPEEA, Boeing Employee Union/Fire Fighters L1159/Barsotti Family/Interstate Batteries&Camas High School&Hockinson High School&Washougal High School",Team Mean Machine,Camas,Washington,USA,2008,,PNW,Camas High School & Washougal High School & Hockinson High School,,CMPTX
837,2472,"Medtronic/Syngenta/Twin City Fab, Inc./A & C Metals/St. Paul Machine & Design, Inc & Centennial Senior",Centurions,Circle Pines,Minnesota,USA,2008,,,Centennial Senior,,CMPMI
838,2473,Lockheed Martin/Intuitive Surgical/Apple Computer/FUHSD Foundation/Nvidia/Brin Wojcicki Foundation/Google/Advance Welding/Dave Izant&Cupertino High,Goldstrikers,Cupertino,California,USA,2008,,,Cupertino High,,CMPTX
839,2474,AEP-American Electric Power/Delta Machining Inc./Whirlpool Corporation/Eagle Technologies Group/Vickers Enginneering & Home School,Excel,Niles,Michigan,USA,2008,,FIM,Home School,,CMPMI
840,2477,Waipahu High School/DoD STEM/NDEP/USN SPAWAR Pacific/BAE Systems/Friends of Hawaii/National Defense Education Program/Pearl Harbor Naval Shipyard&Waipahu High School,Marauder Rascals,Waipahu,Hawaii,USA,2008,,,Waipahu High School,,CMPTX
841,2478,Cox Communications/Boeing/VKW Construction/Mesa Public Schools/Solidworks/Rural Electric/Freeport McMoran Copper and Gold/Rainbow Graffix&Westwood High School,Westwood Robotics,Mesa,Arizona,USA,2008,,,Westwood High School,,CMPTX
842,2480,Reddy Rents / Aeromat & Roosevelt Senior High,Roosevelt Robotics,Minneapolis,Minnesota,USA,2008,,,Roosevelt Senior High,,CMPMI
843,2481,"Caterpillar, Inc,/Boeing/Precision Planting/The Monsanto Fund&Tremont High School",Roboteers,Tremont,Illinois,USA,2008,,,Tremont High School,,CMPMI
844,2485,Qualcomm/Rhodes River Ranch/TE Connectivity/DoD STEM/Integrated Consultants/Evolution Projects/Trestle Energy/BAE/WowWee/OvrStream/Paper Clip Engineering/General Dynamics NASSCO/Miramar Water Jet/Community Werks/MakerPlace/ICD Waterjet & Laser Inc./SolidProfessor/SolidWorks/GitHub&Francis Parker,W.A.R. Lords,San Diego,California,USA,2008,,,Francis Parker,,CMPTX
845,2486,"NASA/Boeing/GKC Geosciences LLC/World Wide Technology & Cisco/Altice USA/Northern Arizona University/The Flagstaff Community via the Arizona Tax Credit Program/Flagstaff Unified School District #1/WL Gore & Associates/Flagstaff Family Food Center/Mountain Shine/Rodeway Inn & Suites - Butler Ave, Flagstaff&Coconino High School",CocoNuts,Flagstaff,Arizona,USA,2008,,,Coconino High School,,CMPTX
846,2487,Jo-Art Photographers&Sayville High School,Mechanical Animals,West Sayville,New York,USA,2008,,,Sayville High School,,CMPMI
847,2489,Boeing/Brin Wojcicki Foundation/Google/Argo AI/Nvidia/Playing At Learning&Fremont Unified School District,The Insomniacs,Fremont,California,USA,2008,,,Fremont Unified School District,,CMPTX
848,2491,"Pace Analytical/Minnetronix/Quality Tool/Groveland Software, Inc&Great River School&Avalon School",NoMythic,Saint Paul,Minnesota,USA,2008,,,Great River School & Avalon School,,CMPMI
